date,code,field,time,focal_patch,order,family,species_name,count,location,time_sampled_mins,time_sampled_secs,feeding,niche,current_dispersal,voltinism ,stage,size,Parasitised ,notes,pic_obs_samp,Written
05/09/2023,W_B_3.3,Warren B ,3,3,Hemiptera ,Aphidae,"Capitophorus sp. (van der Goot, 1913) (Morpho 1)",6,Rossette ,4,4,Piercing/Sucking,Herbivore ,Walk,Multivoltine,Both,S,N,,Observation,written up 02/10/2023
05/09/2023,W_B_3.3,Warren B ,3,3,Hymenoptera,Chalcidoidea,Chalcidoidea sp. ,1,Leaf,8,27,Biting/Chewing,Parasitoid,Fly,,Adult,XS,N,,Observation ,written up 02/10/2023
05/09/2023,W_B_3.3,Warren B ,3,3,Diptera,Agromyzidae,"Agromyzidae sp. (Fallén, 1823) (Mine)",1,Leaf,0,49,Scraping,Herbivore,Walk,Bivoltine,Juvenile,S,N,,Pictured,written up 02/10/2023
05/09/2023,W_B_3.4,Warren B ,3,4,Araneae,,,0,,,,,,,,,,,,,written up 25/03/2024
05/09/2023,W_B_3.4,Warren B ,3,4,Coleoptera,,,0,,,,,,,,,,,,,written up 25/03/2024
05/09/2023,W_B_3.4,Warren B ,3,4,Diptera,,,0,,,,,,,,,,,,,written up 25/03/2024
05/09/2023,W_B_3.4,Warren B ,3,4,Collembola,Entomobryidae,Entomobryidae sp. (Morpho 2),1,Leaf,6,26,Biting/Chewing,Herbivore,Hop,Multivoltine,Adult,S,N,,Sampled,written up 14/10/2023
05/09/2023,W_B_3.4,Warren B ,3,4,Hemiptera ,Cicadellidae,"Cicadellidae sp. (Latreille, 1802) (Juvenile Morpho 2)",2,Leaf,2,17,Piercing/Sucking,Herbivore,Hop,,Juvenile,S,N,,Sampled,written up 14/10/2023
05/09/2023,W_B_3.4,Warren B ,3,4,Hemiptera ,Aphidae,"Capitophorus sp. (van der Goot, 1913) (Morpho 1)",1,Stem near base,0,10,Piercing/Sucking,Herbivore ,Walk,Multivoltine,Juvenile,S,N,,Observation,written up 14/10/2023
05/09/2023,W_B_3.4,Warren B ,3,4,Hymenoptera,Figitidiae ,"Figitidae sp. (Thomson, 1862) (Morpho 2)",2,Underside leaf,3,40,Biting/Chewing,Parasitoid,Fly,Multivoltine,Adult,XS,N,,Sampled,written up 14/10/2023
05/09/2023,W_B_3.4,Warren B ,3,4,Diptera,Agromyzidae,"Agromyzidae sp. (Fallén, 1823) (Mine)",1,Leaf,5,20,Scraping,Herbivore,Walk,Bivoltine,Juvenile,S,N,,Pictured,written up 14/10/2023
05/09/2023,W_B_3.5,Warren B ,3,5,Araneae,,,0,,,,,,,,,,,,,written up 25/03/2024
05/09/2023,W_B_3.5,Warren B ,3,5,Coleoptera,,,0,,,,,,,,,,,,,written up 25/03/2024
05/09/2023,W_B_3.5,Warren B ,3,5,Collembola,,,0,,,,,,,,,,,,,written up 25/03/2024
05/09/2023,W_B_3.5,Warren B ,3,5,Diptera,,,0,,,,,,,,,,,,,written up 25/03/2024
05/09/2023,W_B_3.5,Warren B ,3,5,Hemiptera,Microphysidae,"Microphysidae sp. (Dohrn, 1859) (Morpho 2)",1,Rosette,11,24,Piercing/Sucking,Predator,Fly,Multivoltine,Adult,S,N,,Sampled,written up 14/10/2023
05/09/2023,W_B_3.5,Warren B ,3,5,Hemiptera ,Anthocoridae,"Anthocoris sp. (Fallen, 1814) (Juvenile)",2,Rossette ,5,30,Piercing/Sucking,Predator,Fly,Multivoltine ,Juvenile,XS,N,,Sampled,written up 14/10/2023
05/09/2023,W_B_3.5,Warren B ,3,5,Hemiptera ,Aphidae,"Capitophorus sp. (van der Goot, 1913) (Morpho 1)",39,"Underside leaf, leaf, stem",4,20,Piercing/Sucking,Herbivore ,Walk,Multivoltine,Both,S,N,,Observation,written up 14/10/2023
05/09/2023,W_B_3.5,Warren B ,3,5,Hymenoptera,Ichneumonidae,"Diplazon laetatorius (Fabricius, 1781)",1,Underside leaf,14,32,Biting/Chewing,Parasitoid,Fly,Multivoltine,Adult,M,N,,Sampled,written up 14/10/2023
05/09/2023,W_B_3.5,Warren B ,3,5,Hymenoptera,Pteromalidae,"Pteromalidae sp. (Thomson, 1876) (Morpho 5)",1,Underside leaf,12,6,Biting/Chewing,Parasitoid,Fly,Multivoltine,Adult,S,N,,Sampled,written up 14/10/2023
05/09/2023,W_B_3.5,Warren B ,3,5,Hymenoptera,Figitidae,"Figitidae sp. (Thomson, 1862) (Morpho 1)",1,Underside leaf,2,22,Biting/Chewing,Parasitoid,Fly,Multivotline,Adult,XS,N,,Sampled,written up 14/10/2023
05/09/2023,W_B_3.5,Warren B ,3,5,Diptera,Agromyzidae,"Agromyzidae sp. (Fallén, 1823) (Mine)",1,Leaf,7,40,Scraping,Herbivore,Walk,Bivoltine,Juvenile,S,N,,Pictured,written up 14/10/2023
